subject	condition	target	block	time
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	3	1.13
ima90	thirtysix	./icons/media-flash.png.gif	3	1.43
ima90	thirtysix	./icons/audio-input-microphone.png.gif	3	3.25
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	3	1.31
ima90	thirtysix	./icons/system-users.png.gif	3	1.96
ima90	thirtysix	./icons/system-users.png.gif	4	1.31
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	4	4.04
ima90	thirtysix	./icons/media-flash.png.gif	4	0.96
ima90	thirtysix	./icons/audio-input-microphone.png.gif	4	1.62
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	4	2.32
ima90	thirtysix	./icons/system-users.png.gif	5	1.11
ima90	thirtysix	./icons/media-flash.png.gif	5	1.39
ima90	thirtysix	./icons/audio-input-microphone.png.gif	5	1.8
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	5	2.74
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	5	2.34
ima90	thirtysix	./icons/system-users.png.gif	6	1.06
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	6	0.9
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	6	1.76
ima90	thirtysix	./icons/audio-input-microphone.png.gif	6	1.48
ima90	thirtysix	./icons/media-flash.png.gif	6	1.27
ima90	thirtysix	./icons/media-flash.png.gif	7	1.06
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	7	2.9
ima90	thirtysix	./icons/audio-input-microphone.png.gif	7	1.27
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	7	1.71
ima90	thirtysix	./icons/system-users.png.gif	7	1.14
ima90	thirtysix	./icons/audio-input-microphone.png.gif	8	1.13
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	8	1.4
ima90	thirtysix	./icons/system-users.png.gif	8	1.11
ima90	thirtysix	./icons/media-flash.png.gif	8	1.15
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	8	2.16
ima90	thirtysix	./icons/weather-showers-scattered.png.gif	9	0.76
ima90	thirtysix	./icons/audio-input-microphone.png.gif	9	2.12
ima90	thirtysix	./icons/media-flash.png.gif	9	3.28
ima90	thirtysix	./icons/system-users.png.gif	9	2.17
ima90	thirtysix	./icons/preferences-desktop-theme.png.gif	9	2.67
lsh114	four	./icons\media-flash.png.gif	0	4.45
lsh114	four	./icons\printer.png.gif	0	3.03
lsh114	four	./icons\battery.png.gif	0	7.66
lsh114	four	./icons\utilities-system-monitor.png.gif	0	1.68
lsh114	four	./icons\dialog-information.png.gif	0	5.9
lsh114	four	./icons\printer.png.gif	1	3.16
lsh114	four	./icons\battery.png.gif	1	7.89
lsh114	four	./icons\utilities-system-monitor.png.gif	1	1.68
lsh114	four	./icons\media-flash.png.gif	1	4.13
lsh114	four	./icons\dialog-information.png.gif	1	6.16
lsh114	four	./icons\utilities-system-monitor.png.gif	2	1.45
lsh114	four	./icons\dialog-information.png.gif	2	5.56
lsh114	four	./icons\printer.png.gif	2	2.44
lsh114	four	./icons\battery.png.gif	2	6.53
lsh114	four	./icons\media-flash.png.gif	2	4.01
lsh114	four	./icons\battery.png.gif	3	7.26
lsh114	four	./icons\printer.png.gif	3	2.62
lsh114	four	./icons\dialog-information.png.gif	3	5.49
lsh114	four	./icons\utilities-system-monitor.png.gif	3	2.28
lsh114	four	./icons\media-flash.png.gif	3	7.23
lsh114	four	./icons\media-flash.png.gif	4	4.66
lsh114	four	./icons\dialog-information.png.gif	4	5.43
lsh114	four	./icons\utilities-system-monitor.png.gif	4	1.21
lsh114	four	./icons\printer.png.gif	4	5.1
lsh114	four	./icons\battery.png.gif	4	6.65
lsh114	four	./icons\dialog-information.png.gif	5	5.88
lsh114	four	./icons\utilities-system-monitor.png.gif	5	1.54
lsh114	four	./icons\battery.png.gif	5	8.1
lsh114	four	./icons\media-flash.png.gif	5	6.61
lsh114	four	./icons\printer.png.gif	5	3.19
lsh114	four	./icons\printer.png.gif	6	3.04
lsh114	four	./icons\dialog-information.png.gif	6	6.15
lsh114	four	./icons\battery.png.gif	6	6.86
lsh114	four	./icons\utilities-system-monitor.png.gif	6	1.34
lsh114	four	./icons\media-flash.png.gif	6	4.41
lsh114	four	./icons\dialog-information.png.gif	7	7.41
lsh114	four	./icons\battery.png.gif	7	7.19
lsh114	four	./icons\printer.png.gif	7	4.27
lsh114	four	./icons\utilities-system-monitor.png.gif	7	3.22
lsh114	four	./icons\media-flash.png.gif	7	4.67
lsh114	four	./icons\media-flash.png.gif	8	4.52
lsh114	four	./icons\dialog-information.png.gif	8	7.74
lsh114	four	./icons\printer.png.gif	8	2.72
lsh114	four	./icons\utilities-system-monitor.png.gif	8	1.46
lsh114	four	./icons\battery.png.gif	8	6.83
lsh114	four	./icons\dialog-information.png.gif	9	5.27
lsh114	four	./icons\utilities-system-monitor.png.gif	9	1.59
lsh114	four	./icons\battery.png.gif	9	7.25
lsh114	four	./icons\media-flash.png.gif	9	3.68
lsh114	four	./icons\printer.png.gif	9	2.19
lsh114	nine	./icons\applications-accessories.png.gif	0	0.99
lsh114	nine	./icons\accessories-text-editor.png.gif	0	0.73
lsh114	nine	./icons\network-wireless-encrypted.png.gif	0	3.65
lsh114	nine	./icons\user-home.png.gif	0	2.51
lsh114	nine	./icons\user-trash.png.gif	0	1.88
lsh114	nine	./icons\user-trash.png.gif	1	1.77
lsh114	nine	./icons\network-wireless-encrypted.png.gif	1	2.6
lsh114	nine	./icons\user-home.png.gif	1	2.35
lsh114	nine	./icons\applications-accessories.png.gif	1	1.05
lsh114	nine	./icons\accessories-text-editor.png.gif	1	1.25
lsh114	nine	./icons\applications-accessories.png.gif	2	0.74
lsh114	nine	./icons\user-trash.png.gif	2	1.76
lsh114	nine	./icons\user-home.png.gif	2	1.76
lsh114	nine	./icons\accessories-text-editor.png.gif	2	1.08
lsh114	nine	./icons\network-wireless-encrypted.png.gif	2	2.37
lsh114	nine	./icons\user-home.png.gif	3	1.71
lsh114	nine	./icons\applications-accessories.png.gif	3	0.92
lsh114	nine	./icons\network-wireless-encrypted.png.gif	3	2.67
lsh114	nine	./icons\accessories-text-editor.png.gif	3	0.97
lsh114	nine	./icons\user-trash.png.gif	3	1.64
lsh114	nine	./icons\accessories-text-editor.png.gif	4	0.81
lsh114	nine	./icons\network-wireless-encrypted.png.gif	4	2.72
lsh114	nine	./icons\applications-accessories.png.gif	4	0.97
lsh114	nine	./icons\user-trash.png.gif	4	1.63
lsh114	nine	./icons\user-home.png.gif	4	1.86
lsh114	nine	./icons\network-wireless-encrypted.png.gif	5	2.02
lsh114	nine	./icons\applications-accessories.png.gif	5	0.99
lsh114	nine	./icons\accessories-text-editor.png.gif	5	0.73
lsh114	nine	./icons\user-trash.png.gif	5	1.56
lsh114	nine	./icons\user-home.png.gif	5	1.51
lsh114	nine	./icons\network-wireless-encrypted.png.gif	6	2.09
lsh114	nine	./icons\user-home.png.gif	6	1.5
lsh114	nine	./icons\user-trash.png.gif	6	1.39
lsh114	nine	./icons\accessories-text-editor.png.gif	6	0.95
lsh114	nine	./icons\applications-accessories.png.gif	6	0.69
lsh114	nine	./icons\accessories-text-editor.png.gif	7	0.62
lsh114	nine	./icons\user-trash.png.gif	7	2.12
lsh114	nine	./icons\network-wireless-encrypted.png.gif	7	2.34
lsh114	nine	./icons\user-home.png.gif	7	1.79
lsh114	nine	./icons\applications-accessories.png.gif	7	1.01
lsh114	nine	./icons\user-home.png.gif	8	1.26
lsh114	nine	./icons\applications-accessories.png.gif	8	1.01
lsh114	nine	./icons\network-wireless-encrypted.png.gif	8	1.99
lsh114	nine	./icons\accessories-text-editor.png.gif	8	0.82
lsh114	nine	./icons\user-trash.png.gif	8	1.43
lsh114	nine	./icons\user-trash.png.gif	9	1.47
lsh114	nine	./icons\applications-accessories.png.gif	9	1.06
lsh114	nine	./icons\accessories-text-editor.png.gif	9	0.64
lsh114	nine	./icons\network-wireless-encrypted.png.gif	9	1.76
lsh114	nine	./icons\user-home.png.gif	9	1.61
lsh114	thirtysix	./icons\image-loading.png.gif	0	2.58
lsh114	thirtysix	./icons\preferences-system.png.gif	0	1.52
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	0	1.9
lsh114	thirtysix	./icons\utilities-terminal.png.gif	0	1.08
lsh114	thirtysix	./icons\camera-photo.png.gif	0	1.97
lsh114	thirtysix	./icons\camera-photo.png.gif	1	0.64
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	1	1.95
lsh114	thirtysix	./icons\image-loading.png.gif	1	1.33
lsh114	thirtysix	./icons\preferences-system.png.gif	1	1.41
lsh114	thirtysix	./icons\utilities-terminal.png.gif	1	3.49
lsh114	thirtysix	./icons\camera-photo.png.gif	2	1.38
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	2	1.4
lsh114	thirtysix	./icons\preferences-system.png.gif	2	1.19
lsh114	thirtysix	./icons\image-loading.png.gif	2	1.1
lsh114	thirtysix	./icons\utilities-terminal.png.gif	2	0.96
lsh114	thirtysix	./icons\preferences-system.png.gif	3	1.17
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	3	0.95
lsh114	thirtysix	./icons\image-loading.png.gif	3	1.15
lsh114	thirtysix	./icons\camera-photo.png.gif	3	1.07
lsh114	thirtysix	./icons\utilities-terminal.png.gif	3	0.84
lsh114	thirtysix	./icons\camera-photo.png.gif	4	1.41
lsh114	thirtysix	./icons\utilities-terminal.png.gif	4	1.37
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	4	0.7
lsh114	thirtysix	./icons\preferences-system.png.gif	4	0.81
lsh114	thirtysix	./icons\image-loading.png.gif	4	0.66
lsh114	thirtysix	./icons\image-loading.png.gif	5	1.22
lsh114	thirtysix	./icons\preferences-system.png.gif	5	0.82
lsh114	thirtysix	./icons\utilities-terminal.png.gif	5	1.32
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	5	0.7
lsh114	thirtysix	./icons\camera-photo.png.gif	5	0.97
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	6	1.26
lsh114	thirtysix	./icons\utilities-terminal.png.gif	6	0.82
lsh114	thirtysix	./icons\image-loading.png.gif	6	1.07
lsh114	thirtysix	./icons\camera-photo.png.gif	6	0.84
lsh114	thirtysix	./icons\preferences-system.png.gif	6	0.91
lsh114	thirtysix	./icons\camera-photo.png.gif	7	1.78
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	7	0.91
lsh114	thirtysix	./icons\preferences-system.png.gif	7	0.96
lsh114	thirtysix	./icons\image-loading.png.gif	7	0.88
lsh114	thirtysix	./icons\utilities-terminal.png.gif	7	1.2
lsh114	thirtysix	./icons\camera-photo.png.gif	8	1.06
lsh114	thirtysix	./icons\image-loading.png.gif	8	0.84
lsh114	thirtysix	./icons\preferences-system.png.gif	8	0.76
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	8	1.38
lsh114	thirtysix	./icons\utilities-terminal.png.gif	8	1.67
lsh114	thirtysix	./icons\utilities-terminal.png.gif	9	0.88
lsh114	thirtysix	./icons\preferences-system.png.gif	9	1.08
lsh114	thirtysix	./icons\camera-photo.png.gif	9	1.08
lsh114	thirtysix	./icons\image-loading.png.gif	9	1.04
lsh114	thirtysix	./icons\weather-showers-scattered.png.gif	9	1.08
hpa101	four	./icons/network-wireless.png.gif	0	9.77
hpa101	four	./icons/accessories-text-editor.png.gif	0	1.02
hpa101	four	./icons/audio-volume-high.png.gif	0	3.39
hpa101	four	./icons/preferences-desktop-theme.png.gif	0	6.31
hpa101	four	./icons/internet-mail.png.gif	0	1.37
hpa101	four	./icons/network-wireless.png.gif	1	6
hpa101	four	./icons/internet-mail.png.gif	1	0.87
hpa101	four	./icons/audio-volume-high.png.gif	1	2.34
hpa101	four	./icons/accessories-text-editor.png.gif	1	1.28
hpa101	four	./icons/preferences-desktop-theme.png.gif	1	5.67
hpa101	four	./icons/audio-volume-high.png.gif	2	3.26
hpa101	four	./icons/accessories-text-editor.png.gif	2	0.8
hpa101	four	./icons/network-wireless.png.gif	2	7.22
hpa101	four	./icons/preferences-desktop-theme.png.gif	2	4.63
hpa101	four	./icons/internet-mail.png.gif	2	0.92
hpa101	four	./icons/audio-volume-high.png.gif	3	2.38
hpa101	four	./icons/network-wireless.png.gif	3	8.15
hpa101	four	./icons/preferences-desktop-theme.png.gif	3	5.9
hpa101	four	./icons/accessories-text-editor.png.gif	3	0.8
hpa101	four	./icons/internet-mail.png.gif	3	0.86
hpa101	four	./icons/audio-volume-high.png.gif	4	3.1
hpa101	four	./icons/preferences-desktop-theme.png.gif	4	5.19
hpa101	four	./icons/network-wireless.png.gif	4	7.12
hpa101	four	./icons/internet-mail.png.gif	4	0.89
hpa101	four	./icons/accessories-text-editor.png.gif	4	0.83
hpa101	four	./icons/accessories-text-editor.png.gif	5	1.34
hpa101	four	./icons/network-wireless.png.gif	5	7.43
hpa101	four	./icons/preferences-desktop-theme.png.gif	5	4.88
hpa101	four	./icons/audio-volume-high.png.gif	5	2.17
hpa101	four	./icons/internet-mail.png.gif	5	0.75
hpa101	four	./icons/accessories-text-editor.png.gif	6	0.55
hpa101	four	./icons/network-wireless.png.gif	6	6.47
hpa101	four	./icons/internet-mail.png.gif	6	0.79
hpa101	four	./icons/preferences-desktop-theme.png.gif	6	5.52
hpa101	four	./icons/audio-volume-high.png.gif	6	2.29
hpa101	four	./icons/internet-mail.png.gif	7	0.69
hpa101	four	./icons/audio-volume-high.png.gif	7	2.15
hpa101	four	./icons/accessories-text-editor.png.gif	7	0.7
hpa101	four	./icons/network-wireless.png.gif	7	5.41
hpa101	four	./icons/preferences-desktop-theme.png.gif	7	4.62
hpa101	four	./icons/internet-mail.png.gif	8	0.7
hpa101	four	./icons/accessories-text-editor.png.gif	8	0.63
hpa101	four	./icons/network-wireless.png.gif	8	5.74
hpa101	four	./icons/audio-volume-high.png.gif	8	2.1
hpa101	four	./icons/preferences-desktop-theme.png.gif	8	4.25
hpa101	four	./icons/network-wireless.png.gif	9	6.39
hpa101	four	./icons/preferences-desktop-theme.png.gif	9	5.42
hpa101	four	./icons/audio-volume-high.png.gif	9	2.58
hpa101	four	./icons/accessories-text-editor.png.gif	9	0.9
hpa101	four	./icons/internet-mail.png.gif	9	0.72
hpa101	nine	./icons/preferences-desktop-theme.png.gif	0	4.92
hpa101	nine	./icons/battery.png.gif	0	1.18
hpa101	nine	./icons/computer.png.gif	0	2.93
hpa101	nine	./icons/applications-multimedia.png.gif	0	2.19
hpa101	nine	./icons/bookmark-new.png.gif	0	3.38
hpa101	nine	./icons/battery.png.gif	1	1.11
hpa101	nine	./icons/preferences-desktop-theme.png.gif	1	4.76
hpa101	nine	./icons/applications-multimedia.png.gif	1	1.95
hpa101	nine	./icons/computer.png.gif	1	3.08
hpa101	nine	./icons/bookmark-new.png.gif	1	4.58
hpa101	nine	./icons/bookmark-new.png.gif	2	2.72
hpa101	nine	./icons/preferences-desktop-theme.png.gif	2	2.94
hpa101	nine	./icons/applications-multimedia.png.gif	2	1.69
hpa101	nine	./icons/battery.png.gif	2	0.98
hpa101	nine	./icons/computer.png.gif	2	3.93
hpa101	nine	./icons/preferences-desktop-theme.png.gif	3	2.67
hpa101	nine	./icons/computer.png.gif	3	3.57
hpa101	nine	./icons/applications-multimedia.png.gif	3	2.41
hpa101	nine	./icons/bookmark-new.png.gif	3	5.47
hpa101	nine	./icons/battery.png.gif	3	1.16
hpa101	nine	./icons/applications-multimedia.png.gif	4	2.04
hpa101	nine	./icons/computer.png.gif	4	3.99
hpa101	nine	./icons/battery.png.gif	4	0.84
hpa101	nine	./icons/bookmark-new.png.gif	4	2.22
hpa101	nine	./icons/preferences-desktop-theme.png.gif	4	2.74
hpa101	nine	./icons/preferences-desktop-theme.png.gif	5	2.47
hpa101	nine	./icons/computer.png.gif	5	3.3
hpa101	nine	./icons/battery.png.gif	5	1.32
hpa101	nine	./icons/applications-multimedia.png.gif	5	1.67
hpa101	nine	./icons/bookmark-new.png.gif	5	1.97
hpa101	nine	./icons/bookmark-new.png.gif	6	1.82
hpa101	nine	./icons/applications-multimedia.png.gif	6	1.55
hpa101	nine	./icons/preferences-desktop-theme.png.gif	6	2.33
hpa101	nine	./icons/battery.png.gif	6	0.94
hpa101	nine	./icons/computer.png.gif	6	2.76
hpa101	nine	./icons/applications-multimedia.png.gif	7	1.82
hpa101	nine	./icons/preferences-desktop-theme.png.gif	7	1.94
hpa101	nine	./icons/battery.png.gif	7	0.92
hpa101	nine	./icons/computer.png.gif	7	2.81
hpa101	nine	./icons/bookmark-new.png.gif	7	2.73
hpa101	nine	./icons/computer.png.gif	8	2.57
hpa101	nine	./icons/bookmark-new.png.gif	8	3.24
hpa101	nine	./icons/preferences-desktop-theme.png.gif	8	2.33
hpa101	nine	./icons/battery.png.gif	8	1.11
hpa101	nine	./icons/applications-multimedia.png.gif	8	1.45
hpa101	nine	./icons/computer.png.gif	9	3.65
hpa101	nine	./icons/applications-multimedia.png.gif	9	1.58
hpa101	nine	./icons/bookmark-new.png.gif	9	4.7
hpa101	nine	./icons/battery.png.gif	9	1.02
hpa101	nine	./icons/preferences-desktop-theme.png.gif	9	2.39
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	0	1.42
hpa101	thirtysix	./icons/network-wireless.png.gif	0	1.1
hpa101	thirtysix	./icons/utilities-terminal.png.gif	0	1.15
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	0	0.99
hpa101	thirtysix	./icons/office-calendar.png.gif	0	1.28
hpa101	thirtysix	./icons/office-calendar.png.gif	1	1.19
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	1	1.47
hpa101	thirtysix	./icons/utilities-terminal.png.gif	1	1.05
hpa101	thirtysix	./icons/network-wireless.png.gif	1	0.88
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	1	3.77
hpa101	thirtysix	./icons/utilities-terminal.png.gif	2	0.98
hpa101	thirtysix	./icons/network-wireless.png.gif	2	0.88
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	2	1.43
hpa101	thirtysix	./icons/office-calendar.png.gif	2	1.87
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	2	0.88
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	3	0.79
hpa101	thirtysix	./icons/network-wireless.png.gif	3	1
hpa101	thirtysix	./icons/utilities-terminal.png.gif	3	0.95
hpa101	thirtysix	./icons/office-calendar.png.gif	3	1.47
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	3	1.64
hpa101	thirtysix	./icons/network-wireless.png.gif	4	0.97
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	4	1.11
hpa101	thirtysix	./icons/utilities-terminal.png.gif	4	0.96
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	4	0.98
hpa101	thirtysix	./icons/office-calendar.png.gif	4	1.61
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	5	1.15
hpa101	thirtysix	./icons/office-calendar.png.gif	5	1.89
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	5	1.07
hpa101	thirtysix	./icons/utilities-terminal.png.gif	5	1.21
hpa101	thirtysix	./icons/network-wireless.png.gif	5	1.08
hpa101	thirtysix	./icons/utilities-terminal.png.gif	6	1.22
hpa101	thirtysix	./icons/office-calendar.png.gif	6	1.13
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	6	1.29
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	6	1.21
hpa101	thirtysix	./icons/network-wireless.png.gif	6	1.06
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	7	0.92
hpa101	thirtysix	./icons/utilities-terminal.png.gif	7	0.97
hpa101	thirtysix	./icons/office-calendar.png.gif	7	1.31
hpa101	thirtysix	./icons/network-wireless.png.gif	7	0.94
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	7	1.97
hpa101	thirtysix	./icons/network-wireless.png.gif	8	1.07
hpa101	thirtysix	./icons/utilities-terminal.png.gif	8	1
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	8	1.07
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	8	1.05
hpa101	thirtysix	./icons/office-calendar.png.gif	8	0.95
hpa101	thirtysix	./icons/utilities-terminal.png.gif	9	0.87
hpa101	thirtysix	./icons/network-wireless-encrypted.png.gif	9	1.1
hpa101	thirtysix	./icons/network-wireless.png.gif	9	0.65
hpa101	thirtysix	./icons/utilities-system-monitor.png.gif	9	1.04
hpa101	thirtysix	./icons/office-calendar.png.gif	9	1
riv14	four	./icons\preferences-system.png.gif	0	9.34
riv14	four	./icons\utilities-system-monitor.png.gif	0	18.39
riv14	four	./icons\media-flash.png.gif	0	5.48
riv14	four	./icons\mail-attachment.png.gif	0	6.6
riv14	four	./icons\appointment-new.png.gif	0	8.66
riv14	four	./icons\media-flash.png.gif	1	6.19
riv14	four	./icons\appointment-new.png.gif	1	9.46
riv14	four	./icons\utilities-system-monitor.png.gif	1	1.87
riv14	four	./icons\preferences-system.png.gif	1	5
riv14	four	./icons\mail-attachment.png.gif	1	5.38
riv14	four	./icons\media-flash.png.gif	2	4.3
riv14	four	./icons\utilities-system-monitor.png.gif	2	1.45
riv14	four	./icons\preferences-system.png.gif	2	4.38
riv14	four	./icons\appointment-new.png.gif	2	7.16
riv14	four	./icons\mail-attachment.png.gif	2	4.95
riv14	four	./icons\appointment-new.png.gif	3	8.56
riv14	four	./icons\media-flash.png.gif	3	4.42
riv14	four	./icons\utilities-system-monitor.png.gif	3	1.64
riv14	four	./icons\preferences-system.png.gif	3	4.27
riv14	four	./icons\mail-attachment.png.gif	3	6.41
riv14	four	./icons\utilities-system-monitor.png.gif	4	1.59
riv14	four	./icons\preferences-system.png.gif	4	5.57
riv14	four	./icons\media-flash.png.gif	4	4.25
riv14	four	./icons\mail-attachment.png.gif	4	6.68
riv14	four	./icons\appointment-new.png.gif	4	9.58
riv14	four	./icons\appointment-new.png.gif	5	7.63
riv14	four	./icons\mail-attachment.png.gif	5	5.38
riv14	four	./icons\utilities-system-monitor.png.gif	5	1.62
riv14	four	./icons\preferences-system.png.gif	5	4.96
riv14	four	./icons\media-flash.png.gif	5	6.41
riv14	four	./icons\preferences-system.png.gif	6	4.47
riv14	four	./icons\appointment-new.png.gif	6	10.29
riv14	four	./icons\media-flash.png.gif	6	6.5
riv14	four	./icons\mail-attachment.png.gif	6	5.4
riv14	four	./icons\utilities-system-monitor.png.gif	6	1.57
riv14	four	./icons\mail-attachment.png.gif	7	5.09
riv14	four	./icons\appointment-new.png.gif	7	9.8
riv14	four	./icons\preferences-system.png.gif	7	5.79
riv14	four	./icons\utilities-system-monitor.png.gif	7	1.37
riv14	four	./icons\media-flash.png.gif	7	4.28
riv14	four	./icons\appointment-new.png.gif	8	9.28
riv14	four	./icons\mail-attachment.png.gif	8	4.55
riv14	four	./icons\preferences-system.png.gif	8	3.46
riv14	four	./icons\media-flash.png.gif	8	3.8
riv14	four	./icons\utilities-system-monitor.png.gif	8	1.52
riv14	four	./icons\preferences-system.png.gif	9	3.21
riv14	four	./icons\mail-attachment.png.gif	9	3.77
riv14	four	./icons\utilities-system-monitor.png.gif	9	3.99
riv14	four	./icons\media-flash.png.gif	9	4.17
riv14	four	./icons\appointment-new.png.gif	9	8.99
riv14	nine	./icons\applications-multimedia.png.gif	0	1.05
riv14	nine	./icons\battery.png.gif	0	4.2
riv14	nine	./icons\utilities-terminal.png.gif	0	2.38
riv14	nine	./icons\appointment-new.png.gif	0	1.52
riv14	nine	./icons\media-flash.png.gif	0	3.23
riv14	nine	./icons\battery.png.gif	1	3.92
riv14	nine	./icons\appointment-new.png.gif	1	1.08
riv14	nine	./icons\applications-multimedia.png.gif	1	1.15
riv14	nine	./icons\utilities-terminal.png.gif	1	1.87
riv14	nine	./icons\media-flash.png.gif	1	2.73
riv14	nine	./icons\applications-multimedia.png.gif	2	0.98
riv14	nine	./icons\utilities-terminal.png.gif	2	2.65
riv14	nine	./icons\battery.png.gif	2	4
riv14	nine	./icons\appointment-new.png.gif	2	0.87
riv14	nine	./icons\media-flash.png.gif	2	3.14
riv14	nine	./icons\utilities-terminal.png.gif	3	1.81
riv14	nine	./icons\battery.png.gif	3	2.93
riv14	nine	./icons\appointment-new.png.gif	3	0.9
riv14	nine	./icons\media-flash.png.gif	3	2.66
riv14	nine	./icons\applications-multimedia.png.gif	3	3.81
riv14	nine	./icons\battery.png.gif	4	3.34
riv14	nine	./icons\media-flash.png.gif	4	3.12
riv14	nine	./icons\applications-multimedia.png.gif	4	0.94
riv14	nine	./icons\utilities-terminal.png.gif	4	1.79
riv14	nine	./icons\appointment-new.png.gif	4	0.81
riv14	nine	./icons\applications-multimedia.png.gif	5	1.01
riv14	nine	./icons\appointment-new.png.gif	5	0.83
riv14	nine	./icons\utilities-terminal.png.gif	5	1.36
riv14	nine	./icons\battery.png.gif	5	2.92
riv14	nine	./icons\media-flash.png.gif	5	2.7
riv14	nine	./icons\media-flash.png.gif	6	2.35
riv14	nine	./icons\appointment-new.png.gif	6	1.02
riv14	nine	./icons\utilities-terminal.png.gif	6	1.52
riv14	nine	./icons\battery.png.gif	6	3.23
riv14	nine	./icons\applications-multimedia.png.gif	6	2.69
riv14	nine	./icons\appointment-new.png.gif	7	0.86
riv14	nine	./icons\media-flash.png.gif	7	2.64
riv14	nine	./icons\battery.png.gif	7	3.29
riv14	nine	./icons\utilities-terminal.png.gif	7	1.52
riv14	nine	./icons\applications-multimedia.png.gif	7	1.01
riv14	nine	./icons\media-flash.png.gif	8	2.7
riv14	nine	./icons\battery.png.gif	8	3.49
riv14	nine	./icons\applications-multimedia.png.gif	8	1
riv14	nine	./icons\utilities-terminal.png.gif	8	1.5
riv14	nine	./icons\appointment-new.png.gif	8	0.8
riv14	nine	./icons\appointment-new.png.gif	9	0.83
riv14	nine	./icons\utilities-terminal.png.gif	9	1.65
riv14	nine	./icons\media-flash.png.gif	9	2.59
riv14	nine	./icons\applications-multimedia.png.gif	9	0.99
riv14	nine	./icons\battery.png.gif	9	2.93
riv14	thirtysix	./icons\internet-group-chat.png.gif	0	1.45
riv14	thirtysix	./icons\media-flash.png.gif	0	1.27
riv14	thirtysix	./icons\network-wireless.png.gif	0	2.05
riv14	thirtysix	./icons\bookmark-new.png.gif	0	1.41
riv14	thirtysix	./icons\audio-input-microphone.png.gif	0	2.19
riv14	thirtysix	./icons\audio-input-microphone.png.gif	1	0.95
riv14	thirtysix	./icons\bookmark-new.png.gif	1	1.1
riv14	thirtysix	./icons\media-flash.png.gif	1	1.69
riv14	thirtysix	./icons\network-wireless.png.gif	1	1.54
riv14	thirtysix	./icons\internet-group-chat.png.gif	1	1.45
riv14	thirtysix	./icons\media-flash.png.gif	2	1.51
riv14	thirtysix	./icons\audio-input-microphone.png.gif	2	1.23
riv14	thirtysix	./icons\bookmark-new.png.gif	2	1.73
riv14	thirtysix	./icons\network-wireless.png.gif	2	1.52
riv14	thirtysix	./icons\internet-group-chat.png.gif	2	1.02
riv14	thirtysix	./icons\audio-input-microphone.png.gif	3	1.2
riv14	thirtysix	./icons\network-wireless.png.gif	3	1.41
riv14	thirtysix	./icons\media-flash.png.gif	3	0.99
riv14	thirtysix	./icons\internet-group-chat.png.gif	3	1.35
riv14	thirtysix	./icons\bookmark-new.png.gif	3	1.27
riv14	thirtysix	./icons\audio-input-microphone.png.gif	4	1.04
riv14	thirtysix	./icons\media-flash.png.gif	4	1.02
riv14	thirtysix	./icons\network-wireless.png.gif	4	1.41
riv14	thirtysix	./icons\internet-group-chat.png.gif	4	1.28
riv14	thirtysix	./icons\bookmark-new.png.gif	4	1.18
riv14	thirtysix	./icons\audio-input-microphone.png.gif	5	1.04
